,name,company,year,Price,kms_driven,fuel_type
8282,Chevrolet Tavera Neo 3 LS 7 C BSIII,Chevrolet,2015,400000,120000,Diesel
8283,Hyundai EON Magna Plus,Hyundai,2012,170000,60000,Petrol
8284,Renault KWID RXT,Renault,2016,225000,25000,Petrol
8285,Maruti Wagon R DUO LPG,Maruti,2014,210000,90000,LPG
8286,Maruti Wagon R LXI,Maruti,2020,240000,120000,Petrol
8287,Chevrolet Enjoy 1.3 TCDi LS 8,Chevrolet,2015,300000,175000,Diesel
8288,Chevrolet Spark 1.0 LS,Chevrolet,2011,99000,100000,Petrol
8289,Honda City i VTEC SV,Honda,2014,620000,36000,Petrol
8290,Honda Amaze VX i-DTEC,Honda,2013,500000,30000,Diesel
8291,Jaguar XJ 5.0 L V8 Supercharged,Jaguar,2010,2550000,40000,Petrol
8292,Honda Brio E MT,Honda,2013,260000,70000,Petrol
8293,Maruti Swift VVT ZXI,Maruti,2017,550000,60000,Petrol
8294,Tata Indigo CR4,Tata,2011,150000,155500,Diesel
8295,Hyundai i10 Asta AT,Hyundai,2011,350000,50000,Petrol
8296,Chevrolet Beat LT,Chevrolet,2016,320000,40000,Petrol
8297,Maruti Swift VDI BSIV,Maruti,2015,400000,100000,Diesel
8298,Maruti Alto LXi,Maruti,2012,175000,80000,Petrol
8299,Chevrolet Beat LT,Chevrolet,2011,120000,90000,Petrol
8300,Renault Duster 110PS Diesel RxZ,Renault,2013,320000,90000,Diesel
8301,Hyundai Santro Xing XG,Hyundai,2006,70000,110000,Petrol
8302,Maruti Swift Dzire ZXI Plus,Maruti,2019,810000,15000,Petrol
8303,Maruti 800 AC,Maruti,2007,95000,100000,Petrol
8304,Maruti Alto K10 LXI CNG,Maruti,2020,282000,40000,CNG
8305,Maruti 800 Std BSII,Maruti,2004,80000,60000,Petrol
8306,Tata Nano LX SE,Tata,2013,72000,25000,Petrol
8307,Hyundai i20 Magna 1.2,Hyundai,2016,600000,25000,Petrol
8308,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Skoda,2015,640000,23000,Petrol
8309,Maruti Alto K10 VXI,Maruti,2018,380000,22155,Petrol
8310,Maruti Ciaz 1.4 Delta,Maruti,2018,650000,70000,Petrol
8311,Maruti Alto LX,Maruti,2009,150000,60000,Petrol
8312,Hyundai i20 Asta,Hyundai,2009,280000,110000,Petrol
8313,Tata Nexon 1.2 Revotron XM,Tata,2018,430000,30000,Petrol
8314,Mahindra Bolero Power Plus SLX,Mahindra,2019,800000,15000,Diesel
8315,Maruti Zen D,Maruti,2003,75000,100000,Diesel
8316,Volkswagen Vento Celeste 1.5 TDI Highline AT,Volkswagen,2016,650000,70000,Diesel
8317,Maruti Eeco 7 Seater Standard BSIV,Maruti,2017,390000,24000,Petrol
8318,Honda City 1.5 EXI,Honda,2005,100000,120000,Petrol
8319,Mercedes-Benz New C-Class 220 CDI AT,Mercedes-Benz,2013,1500000,35000,Diesel
8320,Maruti SX4 Zxi with Leather BSIII,Maruti,2007,175000,78380,Petrol
8321,Renault Duster 110PS Diesel RxZ,Renault,2012,434999,110000,Diesel
8322,Ford Figo Diesel Titanium,Ford,2010,170000,90000,Diesel
8323,Ford Figo Diesel Titanium,Ford,2011,190000,90000,Diesel
8324,Maruti Swift Dzire VDi,Maruti,2009,250000,150000,Diesel
8325,Mahindra Xylo E4,Mahindra,2009,229999,230000,Diesel
8326,Maruti Esteem Vxi - BSIII,Maruti,2006,140000,70000,Petrol
8327,Maruti Swift VDI BSIV,Maruti,2017,600000,80362,Diesel
8328,Hyundai i20 1.2 Sportz,Hyundai,2012,280000,110000,Petrol
8329,Chevrolet Beat Diesel LT,Chevrolet,2012,150000,60000,Diesel
8330,Chevrolet Cruze LTZ AT,Chevrolet,2015,650000,50000,Diesel
8331,Nissan Micra XL,Nissan,2014,210000,40000,Petrol
8332,BMW 5 Series 520d Luxury Line,BMW,2017,2900000,40000,Diesel
8333,Chevrolet Enjoy 1.3 TCDi LS 8,Chevrolet,2013,425000,20000,Diesel
8334,Hyundai EON Era Plus Option,Hyundai,2014,265000,55000,Petrol
8335,Fiat Linea T Jet Emotion,Fiat,2018,890000,1136,Petrol
8336,Renault Scala RxL,Renault,2013,365000,55000,Petrol
8337,Ford Figo Petrol Titanium,Ford,2014,350000,43000,Petrol
8338,Maruti Ciaz ZDi SHVS,Maruti,2016,685000,60000,Diesel
8339,Skoda Rapid 1.5 TDI Ambition BSIV,Skoda,2018,940000,2650,Diesel
8340,Mahindra XUV500 W6 2WD,Mahindra,2017,1000000,40000,Diesel
8341,Mahindra XUV300 W8 Option,Mahindra,2019,1150000,15000,Petrol
8342,Maruti Ertiga SHVS ZDI,Maruti,2016,450000,115962,Diesel
8343,Nissan Terrano XE D,Nissan,2015,590000,65000,Diesel
8344,Maruti S-Cross Facelift,Maruti,2017,800000,40000,Diesel
8345,Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,2012,385000,58000,Diesel
8346,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Mercedes-Benz,2013,2000000,15000,Diesel
8347,Hyundai EON Era Plus,Hyundai,2012,235000,54000,Petrol
8348,Volkswagen Ameo 1.5 TDI Highline,Volkswagen,2017,640000,56000,Diesel
8349,Maruti Alto LX,Maruti,2006,52000,120000,Petrol
8350,Maruti Omni LPG CARGO BSIII W IMMOBILISER,Maruti,2009,80000,90000,LPG
8351,Maruti Alto LX,Maruti,2012,140000,70000,Petrol
8352,Hyundai Verna i (Petrol),Hyundai,2008,120000,90000,Petrol
8353,Mahindra Renault Logan 1.5 DLS,Mahindra,2008,89999,213000,Diesel
8354,Chevrolet Optra Magnum 2.0 LS BSIII,Chevrolet,2012,180000,120000,Diesel
8355,Mahindra Scorpio S11 BSIV,Mahindra,2017,1500000,20000,Diesel
8356,Hyundai i20 Active 1.2 SX,Hyundai,2017,700000,10000,Petrol
8357,Maruti SX4 Celebration Diesel,Maruti,2012,285000,80000,Diesel
8358,Hyundai Grand i10 Magna,Hyundai,2015,390000,90000,Petrol
8359,Maruti Alto LXi BSIII,Maruti,2008,125000,80000,Petrol
8360,Maruti SX4 Zxi with Leather BSIII,Maruti,2008,225000,60000,Petrol
8361,Hyundai i10 Era,Hyundai,2011,175000,139000,Petrol
8362,Toyota Innova 2.5 V Diesel 7-seater,Toyota,2011,1075000,160000,Diesel
8363,Honda Mobilio V i DTEC,Honda,2014,300000,150000,Diesel
8364,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,2010,700000,163000,Diesel
8365,Tata Indica V2 2001-2011 DLS BSIII,Tata,2009,90000,120000,Diesel
8366,Tata Indica Vista TDI LS,Tata,2011,120000,120000,Diesel
8367,Chevrolet Beat Diesel LS,Chevrolet,2012,220000,100000,Diesel
8368,Tata Zest Quadrajet 1.3 75PS XE,Tata,2015,300000,140000,Diesel
8369,Skoda Fabia 1.2L Diesel Ambiente,Skoda,2010,180000,87000,Diesel
8370,Maruti 800 Std,Maruti,2013,170000,70000,Petrol
8371,Ford Figo Petrol Titanium,Ford,2015,300000,50000,Petrol
8372,Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,2014,1050000,70000,Diesel
8373,Honda Mobilio V i DTEC,Honda,2014,300000,150000,Diesel
8374,Hyundai Grand i10 1.2 CRDi Asta,Hyundai,2018,465000,25000,Diesel
8375,Chevrolet Beat Diesel LT,Chevrolet,2011,130000,80000,Diesel
8376,Datsun GO Plus T Option Petrol,Datsun,2018,434999,10000,Petrol
8377,Hyundai Grand i10 1.2 Kappa Asta,Hyundai,2018,500000,32000,Petrol
8378,Maruti Omni MPI STD BSIV,Maruti,2018,200000,10000,Petrol
8379,Maruti Baleno Alpha 1.2,Maruti,2017,625000,52000,Petrol
8380,Ford Fiesta Classic 1.4 SXI Duratorq,Ford,2006,110000,120000,Diesel
8381,Hyundai Elite i20 Asta Option BSIV,Hyundai,2019,800000,11240,Petrol
8382,Hyundai Grand i10 CRDi Magna,Hyundai,2017,490000,66000,Diesel
8383,Maruti Ertiga SHVS ZDI,Maruti,2017,880000,64000,Diesel
8384,Hyundai Santro Xing GL Plus,Hyundai,2013,290000,49000,Petrol
8385,Tata Sumo GX TC 7 Str BSIII,Tata,2006,115999,100000,Diesel
8386,Renault KWID RXT,Renault,2018,360000,26500,Petrol
8387,Maruti 800 AC,Maruti,2002,65000,100000,Petrol
8388,Maruti Vitara Brezza LDi Option,Maruti,2017,685000,72000,Diesel
8389,Honda Jazz S,Honda,2009,300000,50000,Petrol
8390,Hyundai i20 1.4 Sportz,Hyundai,2017,680000,44000,Diesel
8391,Maruti Ertiga SHVS ZDI Plus,Maruti,2017,1000000,60000,Diesel
8392,Tata Sumo SE Plus BSIII,Tata,2002,100000,120000,Diesel
8393,Mahindra Xylo E4,Mahindra,2010,160000,130000,Diesel
8394,Maruti Swift ZDi BSIV,Maruti,2017,450000,70000,Diesel
8395,Maruti Ertiga VXI,Maruti,2014,600000,20000,Petrol
8396,Hyundai i20 1.4 Magna ABS,Hyundai,2009,180000,60000,Diesel
8397,Maruti Alto LXi,Maruti,2007,100000,195000,Petrol
8398,Maruti Alto LXi,Maruti,2010,120000,90000,Petrol
8399,Hyundai Getz GL,Hyundai,2006,130000,80000,Petrol
8400,Maruti Wagon R LX BS IV,Maruti,2011,160000,155000,Petrol
8401,Mahindra Bolero Power Plus SLX,Mahindra,2019,860000,35000,Diesel
8402,Hyundai i20 1.2 Spotz,Hyundai,2018,650000,20000,Petrol
8403,Maruti Wagon R LXI Minor,Maruti,2010,100000,80000,Petrol
8404,Maruti Alto 800 VXI,Maruti,2017,282000,20000,Petrol
8405,Hyundai i20 Asta (o),Hyundai,2009,300000,50000,Petrol
8406,Hyundai i20 Asta,Hyundai,2010,270000,110000,Petrol
8407,Hyundai Verna 1.6 SX CRDi (O),Hyundai,2013,550000,29000,Diesel
8408,Mahindra Xylo D2 BSIV,Mahindra,2013,450000,120000,Diesel
8409,Mahindra Bolero SLX 2WD BSIII,Mahindra,2011,430000,70000,Diesel
8410,Maruti Ertiga VXI ABS,Maruti,2013,350000,40000,Petrol
8411,Honda Brio 1.2 E MT,Honda,2017,350000,20000,Petrol
8412,Toyota Etios Liva G,Toyota,2013,229999,50000,Petrol
8413,Maruti Alto 800 LXI,Maruti,2013,110000,50000,Petrol
8414,Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,2012,395000,49000,Petrol
8415,Mahindra Scorpio VLS AT 2.2 mHAWK,Mahindra,2011,650000,70000,Diesel
8416,Mahindra Bolero SLX,Mahindra,2011,350000,90000,Diesel
8417,Mahindra XUV500 W11 Option AWD,Mahindra,2020,1400000,25000,Diesel
8418,Tata Tiago 1.2 Revotron XZ,Tata,2018,360000,4000,Petrol
8419,Mahindra Marazzo M8 8Str,Mahindra,2018,1300000,10000,Diesel
8420,Renault Duster 110PS Diesel RxL,Renault,2015,800000,15000,Diesel
8421,Hyundai EON Magna Plus,Hyundai,2018,229999,30000,Petrol
8422,Maruti Wagon R VXI,Maruti,2014,315000,41000,Petrol
8423,Chevrolet Spark 1.0 LT,Chevrolet,2012,125000,28000,Petrol
8424,Maruti Baleno Alpha,Maruti,2019,700000,16000,Petrol
8425,Hyundai EON 1.0 Kappa Magna Plus,Hyundai,2015,160000,70000,Petrol
8426,Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,2017,530000,10832,Petrol
8427,Ford Figo Aspire Facelift,Ford,2018,624000,14681,Diesel
8428,Hyundai i10 Era,Hyundai,2009,250000,50000,Petrol
8429,Mahindra Bolero SLX,Mahindra,2016,585000,51000,Diesel
8430,Hyundai Verna 1.4 VTVT,Hyundai,2015,500000,25000,Petrol
8431,Chevrolet Sail 1.2 LT ABS,Chevrolet,2014,350000,30000,Petrol
8432,Honda City i-DTEC SV,Honda,2014,495000,80000,Diesel
8433,Hyundai Grand i10 1.2 Kappa Asta,Hyundai,2017,500000,50000,Petrol
8434,Mahindra Bolero Power Plus Plus AC BSIV PS,Mahindra,2015,430000,200000,Diesel
8435,Hyundai Grand i10 1.2 Kappa Sportz Option,Hyundai,2013,345000,44000,Petrol
8436,Maruti Baleno Sigma 1.2,Maruti,2015,500000,10000,Petrol
8437,Tata Tiago 1.2 Revotron XZ,Tata,2019,425000,19600,Petrol
8438,Maruti Wagon R LXI,Maruti,2005,80000,40000,Petrol
8439,Chevrolet Beat Diesel LS,Chevrolet,2011,106000,50000,Diesel
8440,Maruti A-Star Vxi,Maruti,2009,180000,46730,Petrol
8441,Datsun GO A,Datsun,2015,250000,40000,Petrol
8442,Skoda Yeti Ambition 4WD,Skoda,2011,350000,80000,Diesel
8443,Maruti Zen LXi BSII,Maruti,2002,60000,80000,Petrol
8444,Hyundai Verna CRDi 1.6 EX,Hyundai,2018,900000,24000,Diesel
8445,Ford Aspire Titanium Diesel BSIV,Ford,2017,700000,21170,Diesel
8446,BMW 3 Series 320d Sport,BMW,2013,2000000,167223,Diesel
8447,Maruti Ertiga SHVS ZDI Plus,Maruti,2017,1000000,40000,Diesel
8448,BMW X1 sDrive 20d Exclusive,BMW,2011,1375000,60000,Diesel
8449,Toyota Innova Crysta 2.4 VX MT,Toyota,2016,1800000,141440,Diesel
8450,Chevrolet Tavera Neo 3 10 Seats BSIV,Chevrolet,2007,160000,120000,Diesel
8451,Mitsubishi Outlander 2.4,Mitsubishi,2012,525000,140000,Petrol
8452,Mahindra XUV500 W8 2WD,Mahindra,2012,850000,212814,Diesel
8453,Maruti Baleno Alpha 1.3,Maruti,2019,800000,30000,Diesel
8454,Ford Figo Aspire 1.5 TDCi Titanium,Ford,2017,700000,88635,Diesel
8455,Maruti Swift Dzire VDI,Maruti,2018,800000,25000,Diesel
8456,Hyundai i20 1.2 Spotz,Hyundai,2017,575000,20000,Petrol
8457,Renault Duster 110PS Diesel RxZ,Renault,2012,350000,110000,Diesel
8458,Maruti Swift Vdi BSIII,Maruti,2008,250000,120000,Diesel
8459,Ford Endeavour Titanium 4X2,Ford,2011,600000,149674,Diesel
8460,Mahindra Scorpio 2.6 Turbo 9 Str,Mahindra,2007,370000,100000,Diesel
8461,Maruti Baleno Vxi,Maruti,2006,80000,120000,Petrol
8462,Tata Indica DLX,Tata,2003,50000,120000,Diesel
8463,Hyundai Verna CRDi 1.6 EX,Hyundai,2018,900000,25000,Diesel
8464,Maruti Wagon R VXI BS IV,Maruti,2014,300000,35000,Petrol
8465,Tata Indica LSI,Tata,2002,125000,40000,Petrol
8466,Maruti Swift Dzire VDI,Maruti,2015,490000,60000,Diesel
8467,Toyota Etios Liva GD,Toyota,2012,300000,50000,Diesel
8468,Tata Nano STD,Tata,2013,55000,25000,Petrol
8469,Hyundai Grand i10 Sportz,Hyundai,2016,350000,25000,Petrol
8470,Hyundai Grand i10 1.2 CRDi Asta,Hyundai,2019,755000,8000,Diesel
8471,Maruti Ertiga SHVS VDI,Maruti,2017,720000,60000,Diesel
8472,Mahindra Bolero SLX,Mahindra,2006,229999,200000,Diesel
8473,Mahindra Scorpio S7 140 BSIV,Mahindra,2018,1100000,20000,Diesel
8474,Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,2013,400000,100000,Petrol
8475,Hyundai Xcent 1.1 CRDi Base,Hyundai,2015,350000,70000,Diesel
8476,Chevrolet Beat Diesel PS,Chevrolet,2012,159000,68000,Diesel
8477,Maruti Swift ZXi BSIV,Maruti,2017,550000,38000,Petrol
8478,Maruti Ritz VDi,Maruti,2013,335000,80000,Diesel
8479,Tata Indigo CS Emax CNG GLX,Tata,2014,185000,72000,CNG
8480,Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,2012,229999,75000,CNG
8481,Maruti Estilo LXI,Maruti,2014,225000,43000,Petrol
8482,Maruti Swift VXI with ABS,Maruti,2007,250000,120000,Petrol
8483,Tata Zest Quadrajet 1.3 XM,Tata,2015,400000,100000,Diesel
8484,Maruti Swift VDI BSIV,Maruti,2014,470000,163000,Diesel
8485,Maruti Alto K10 VXI AGS Optional,Maruti,2018,300000,25000,Petrol
8486,Maruti Alto LX,Maruti,2011,145000,25000,Petrol
8487,Maruti SX4 Vxi BSIII,Maruti,2007,100000,90000,Petrol
8488,Mahindra Scorpio SLE BSIV,Mahindra,2014,500000,70000,Diesel
8489,Hyundai Santro Xing GLS CNG,Hyundai,2010,130000,98000,CNG
8490,Chevrolet Cruze LTZ,Chevrolet,2010,240000,81925,Diesel
8491,Ford Figo Diesel Celebration Edition,Ford,2013,150000,80000,Diesel
8492,Renault KWID RXT Optional,Renault,2017,270000,40000,Petrol
8493,Maruti Swift Dzire VDI,Maruti,2014,400000,90000,Diesel
8494,Hyundai EON Era Plus,Hyundai,2012,200000,46000,Petrol
8495,Mahindra XUV500 W6 2WD,Mahindra,2012,550000,80000,Diesel
8496,Renault KWID 1.0 RXT Optional,Renault,2018,325000,35000,Petrol
8497,Skoda Rapid 1.5 TDI AT Style BSIV,Skoda,2017,860000,82080,Diesel
8498,Mahindra XUV500 W8 2WD,Mahindra,2012,600000,200000,Diesel
8499,Chevrolet Spark 1.0,Chevrolet,2009,125000,70000,Petrol
8500,Maruti 800 AC,Maruti,2000,60000,40000,Petrol
8501,Chevrolet Tavera Neo 3 10 Seats BSIV,Chevrolet,2010,300000,120000,Diesel
8502,Ford Fiesta 1.6 ZXi Duratec,Ford,2007,190000,60000,Petrol
8503,Maruti Ertiga VDI,Maruti,2013,400000,110000,Diesel
8504,Tata Manza Aura Quadrajet BS IV,Tata,2011,260000,97000,Diesel
8505,Maruti Swift VVT VXI,Maruti,2017,400000,30000,Petrol
8506,Hyundai i20 Sportz Petrol,Hyundai,2010,250000,40000,Petrol
8507,Hyundai Grand i10 1.2 Kappa Asta,Hyundai,2019,600000,10000,Petrol
8508,Maruti Zen Estilo VXI BSIV,Maruti,2010,175000,52047,Petrol
8509,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2011,450000,200000,Diesel
8510,Tata Tiago 1.2 Revotron XZA,Tata,2019,350000,15000,Petrol
8511,Maruti Vitara Brezza ZDi,Maruti,2018,800000,50000,Diesel
8512,Maruti Swift VXI BSIII,Maruti,2011,250000,70000,Petrol
8513,Maruti Swift VXI BSIV,Maruti,2019,600000,10000,Petrol
8514,Maruti Swift VDI BSIV,Maruti,2017,600000,90000,Diesel
8515,Maruti Alto 800 LXI,Maruti,2016,130000,40000,Petrol
8516,Maruti Wagon R LXI,Maruti,2006,90000,62009,Petrol
8517,Hyundai i20 Active 1.2 S,Hyundai,2017,595000,33100,Petrol
8518,Hyundai EON Era Plus,Hyundai,2014,190000,40000,Petrol
8519,Hyundai Santro GLS I - Euro I,Hyundai,1999,50000,120000,Petrol
8520,Maruti Wagon R LXI Minor,Maruti,2007,95000,80000,Petrol
8521,Tata Safari Storme VX,Tata,2016,1000000,70000,Diesel
8522,Mahindra Scorpio REV 116,Mahindra,2006,220000,220000,Petrol
8523,Mahindra Bolero SLX,Mahindra,2010,400000,50000,Diesel
8524,Datsun GO Plus A,Datsun,2015,315000,45000,Petrol
8525,Toyota Fortuner 4x4 MT,Toyota,2014,1000000,110000,Diesel
8526,Ford Ecosport 1.5 DV5 MT Titanium,Ford,2014,500000,49000,Diesel
8527,Mahindra XUV500 W11 AT BSIV,Mahindra,2018,1600000,35000,Diesel
8528,Mahindra Supro VX 8 Str,Mahindra,2017,500000,160000,Diesel
8529,Maruti Alto LX,Maruti,2007,70000,180000,Petrol
8530,Maruti 800 AC,Maruti,2007,105000,60000,Petrol
8531,Ford Endeavour 2.5L 4X2 MT,Ford,2008,400000,110000,Diesel
8532,Maruti Wagon R LXI,Maruti,2004,80000,60000,Petrol
8533,Maruti Alto 800 VXI,Maruti,2016,300000,30000,Petrol
8534,Mahindra KUV 100 D75 K2,Mahindra,2017,409999,40000,Diesel
8535,Maruti Swift Glam,Maruti,2009,250000,70000,Petrol
8536,Tata New Safari DICOR 2.2 EX 4x2,Tata,2010,250000,120000,Diesel
8537,Maruti Swift Dzire VDI,Maruti,2012,215000,80000,Diesel
8538,Toyota Fortuner 4x4 MT,Toyota,2015,1400000,120000,Diesel
8539,Honda Brio 1.2 VX MT,Honda,2018,475000,20000,Petrol
8540,Honda Brio 1.2 VX MT,Honda,2018,475000,22000,Petrol
8541,Chevrolet Spark 1.0 LS,Chevrolet,2008,75000,35000,Petrol
8542,Chevrolet Sail Hatchback LS ABS,Chevrolet,2013,200000,120000,Diesel
8543,Tata Tiago NRG Petrol,Tata,2019,575000,8000,Petrol
8544,Maruti Ritz VDi,Maruti,2011,150000,40000,Diesel
8545,Maruti Vitara Brezza ZDi Plus,Maruti,2018,850000,10000,Diesel
8546,Hyundai Santro Era,Hyundai,2019,350000,30000,Petrol
8547,Ford Endeavour 2.5L 4X2 MT,Ford,2011,550000,54000,Diesel
8548,Hyundai Verna 1.4 VTVT,Hyundai,2017,330000,80577,Petrol
8549,Honda City i-DTEC V,Honda,2017,1044999,25000,Diesel
8550,Hyundai Verna 1.6 CRDI,Hyundai,2011,300000,127500,Diesel
8551,Hyundai EON D Lite Plus,Hyundai,2015,235000,40903,Petrol
8552,Ford Figo Petrol Titanium,Ford,2011,120000,60000,Petrol
8553,Maruti Wagon R VXI,Maruti,2004,130000,46000,Petrol
8554,Ford Endeavour 4x4 XLT,Ford,2004,275000,22288,Diesel
8555,Volkswagen Jetta 2.0 TDI Trendline,Volkswagen,2011,270000,180000,Diesel
8556,Volkswagen Polo 1.5 TDI Highline,Volkswagen,2015,500000,30000,Diesel
8557,Hyundai Grand i10 Sportz,Hyundai,2015,400000,61690,Petrol
8558,Hyundai i20 Asta 1.2,Hyundai,2015,600000,64484,Petrol
8559,Audi Q5 2.0 TDI,Audi,2012,1350000,90000,Diesel
8560,Renault Duster 85PS Diesel RxE,Renault,2013,400000,75976,Diesel
8561,Ford Figo Diesel Titanium,Ford,2011,220000,70000,Diesel
8562,Honda Brio E MT,Honda,2012,300000,85962,Petrol
8563,Maruti Omni E MPI STD BS IV,Maruti,2018,250000,120000,Petrol
8564,Honda Mobilio V i DTEC,Honda,2015,600000,120000,Diesel
8565,Honda Brio S Option AT,Honda,2012,285000,75000,Petrol
8566,Honda Accord 2.4 MT,Honda,2009,350000,57035,Petrol
8567,Mahindra Bolero SLX,Mahindra,2011,170000,70000,Diesel
8568,Ford Figo 1.2P Ambiente MT,Ford,2015,229999,45000,Petrol
8569,Mahindra XUV500 W6 2WD,Mahindra,2013,500000,72104,Diesel
8570,Tata Nano Lx,Tata,2011,75000,15000,Petrol
8571,Hyundai i20 Active 1.2 SX,Hyundai,2016,600000,30000,Petrol
8572,Tata Indigo LS Dicor,Tata,2011,220000,80000,Diesel
8573,Tata Indica Vista Terra 1.4 TDI,Tata,2009,150000,164000,Diesel
8574,Maruti Alto LX,Maruti,2006,65000,124439,Petrol
8575,Maruti Zen VXI,Maruti,2006,120000,77000,Petrol
8576,Maruti Swift Dzire VDI,Maruti,2014,240000,90000,Diesel
8577,Renault KWID 1.0 RXT Optional,Renault,2017,390000,30000,Petrol
8578,Chevrolet Beat LS,Chevrolet,2012,180000,50000,Petrol
8579,Maruti Swift VDI,Maruti,2012,320000,80000,Diesel
8580,Maruti Alto 800 LXI,Maruti,2018,310000,5000,Petrol
8581,Maruti Wagon R AMT VXI,Maruti,2018,420000,24000,Petrol
8582,Tata Tiago NRG Petrol,Tata,2019,550000,10000,Petrol
8583,Maruti Ertiga SHVS VDI,Maruti,2016,550000,78000,Diesel
8584,Mahindra TUV 300 T4 Plus,Mahindra,2018,760000,50000,Diesel
8585,Maruti 800 AC BSII,Maruti,2001,43000,100000,Petrol
8586,Maruti Omni MPI STD BSIV,Maruti,2018,250000,20000,Petrol
8587,Hyundai Santro Magna BSIV,Hyundai,2019,500000,1250,Petrol
8588,Tata Zest Revotron 1.2 XT,Tata,2015,380000,17152,Petrol
8589,Mahindra XUV500 W11 Option AT AWD,Mahindra,2019,1850000,5000,Diesel
8590,Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,2012,350000,77000,Diesel
8591,Hyundai Verna CRDi,Hyundai,2008,195000,90000,Diesel
8592,Chevrolet Beat LS,Chevrolet,2011,225000,80000,Petrol
8593,Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,2015,1125000,65000,Diesel
8594,Tata Indica Vista Quadrajet LX,Tata,2011,133000,80000,Diesel
8595,Hyundai EON Era Plus,Hyundai,2013,200000,24005,Petrol
8596,Maruti Vitara Brezza ZDi Plus,Maruti,2018,940000,20000,Diesel
8597,Renault Duster 85PS Diesel RxL,Renault,2014,400000,120000,Diesel
8598,Hyundai i10 Era 1.1,Hyundai,2009,120000,120000,Petrol
8599,Maruti Swift Dzire ZDI,Maruti,2015,625000,80000,Diesel
8600,Maruti Swift 1.3 VXi,Maruti,2005,110000,80000,Petrol
8601,Renault Duster 110PS Diesel RxZ,Renault,2012,490000,100000,Diesel
8602,Maruti Alto LX,Maruti,2009,140000,120000,Petrol
8603,Ford Figo Diesel ZXI,Ford,2011,175000,149000,Diesel
8604,Maruti Wagon R LXI BSIII,Maruti,2005,90000,65000,Petrol
8605,Maruti Swift Ldi BSIV,Maruti,2009,275000,100000,Diesel
8606,Volkswagen Vento Diesel Highline,Volkswagen,2011,300000,65000,Diesel
8607,Datsun GO Plus T Option BSIV,Datsun,2018,270000,19000,Petrol
8608,Chevrolet Beat LT,Chevrolet,2010,130000,80000,Petrol
8609,Maruti Alto K10 VXI Airbag,Maruti,2015,275000,30000,Petrol
8610,Maruti Swift VDI,Maruti,2012,352000,109000,Diesel
8611,Hyundai EON LPG Magna Plus,Hyundai,2012,180000,90000,LPG
8612,Maruti Alto LX,Maruti,2012,150000,90000,Petrol
8613,Volkswagen Vento Diesel Highline,Volkswagen,2011,300000,65000,Diesel
8614,Maruti Swift Vdi BSIII,Maruti,2010,300000,110000,Diesel
8615,Mahindra Bolero DI DX 7 Seater,Mahindra,2007,225000,120000,Diesel
8616,Honda Mobilio V i DTEC,Honda,2014,600000,44000,Diesel
8617,Maruti Ertiga BSIV ZXI,Maruti,2015,500000,80000,Petrol
8618,Honda BR-V i-VTEC S MT,Honda,2018,900000,5000,Petrol
8619,Hyundai i20 Magna 1.2,Hyundai,2016,600000,61000,Petrol
8620,Toyota Etios VD,Toyota,2011,450000,100000,Diesel
8621,Hyundai i10 Era 1.1,Hyundai,2009,270000,27633,Petrol
8622,Maruti Swift Vdi BSIII,Maruti,2010,310000,100000,Diesel
8623,Hyundai Santro Xing GLS Audio LPG,Hyundai,2012,250000,100000,LPG
8624,Ford Figo 1.2P Titanium MT,Ford,2019,700000,12586,Petrol
8625,Fiat Avventura Urban Cross 1.3 Multijet Emotion,Fiat,2018,650000,38083,Diesel
8626,Ford Figo Diesel ZXI,Ford,2012,400000,55328,Diesel
8627,Ford Figo Diesel Titanium,Ford,2012,425000,81632,Diesel
8628,Ford Aspire Titanium Diesel BSIV,Ford,2016,600000,155201,Diesel
8629,Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,2013,600000,93283,Diesel
8630,Maruti Swift Ldi BSIII,Maruti,2009,300000,217871,Diesel
8631,Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,2012,450000,90165,Diesel
8632,Ford Ecosport 1.5 DV5 MT Titanium,Ford,2014,750000,101504,Diesel
8633,Ford Figo Titanium Diesel BSIV,Ford,2010,325000,86017,Diesel
8634,Mahindra XUV500 W8 2WD,Mahindra,2013,900000,85036,Diesel
8635,Ford Ikon 1.3L Rocam Flair,Ford,2006,180000,91086,Petrol
8636,Fiat Punto 1.3 Emotion,Fiat,2013,350000,160254,Diesel
8637,Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,2013,600000,125531,Diesel
8638,Honda WR-V i-DTEC V,Honda,2019,900000,60000,Diesel
